time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,ClosestZIP,ZipSTATE,ZipCITY,DistKMeq2zip
2018-02-15T10:12:23.390Z,47.8466,-129.3523,9.68,3.4,mwr,,243,0.181,0.69,us,us1000dwdm,2018-05-15T06:29:08.040Z,"293km WSW of Tofino, Canada",earthquake,4.8,3.8,,,reviewed,us,pgc,98350,WA,La Push,352.4995793
2018-02-15T01:47:35.580Z,34.0448333,-117.14,13.38,3.34,ml,155,20,0.02474,0.19,ci,ci38109080,2018-05-15T06:29:07.040Z,"3km S of Mentone, CA",earthquake,0.11,0.25,0.132,305,reviewed,ci,ci,92320,CA,Calimesa,12.04750988
2018-02-13T03:34:37.000Z,36.0361,-97.9017,4.599,3.2,ml,,18,,0.84,us,us2000d1ad,2018-05-15T06:29:03.040Z,"8km S of Hennessey, Oklahoma",earthquake,1.5,5.3,,,reviewed,tul,tul,73734,OK,Dover,6.056299982
2018-02-12T14:24:49.900Z,29.0077,-97.9173,5,3.1,mb_lg,,118,0.179,0.56,us,us2000d0xm,2018-07-24T19:01:32.506Z,"13km N of Karnes City, Texas",earthquake,2.4,2,0.065,62,reviewed,us,us,78117,TX,Hobson,1.870367086
2018-02-12T03:22:49.620Z,43.5292,-127.1263,10,3,ml,,231,2.144,1.08,us,us2000d0rx,2018-05-15T06:29:02.040Z,"225km WNW of Bandon, Oregon",earthquake,3.6,2,0.043,72,reviewed,us,us,97411,OR,Bandon,226.7451596
2018-02-11T21:39:05.160Z,31.1738,-103.2893,5,3,ml,,47,0.212,0.71,us,us2000d0n2,2018-05-03T22:15:10.040Z,"33km SE of Pecos, Texas",earthquake,1.6,1.9,0.091,62,reviewed,us,us,79779,TX,Royalty,33.16108843
2018-02-11T11:40:26.200Z,36.033,-97.9069,5.911,3.5,ml,,20,,0.15,us,us2000d0is,2018-05-03T22:15:09.040Z,"8km S of Hennessey, Oklahoma",earthquake,1,4.6,,,reviewed,tul,tul,73734,OK,Dover,5.656689855
2018-02-11T09:02:30.140Z,33.6528333,-117.3418333,3.71,3.52,ml,189,30,0.02461,0.24,ci,ci38106152,2018-05-03T22:15:09.040Z,"2km N of Lakeland Village, CA",earthquake,0.11,0.35,0.145,341,reviewed,ci,ci,92886,CA,Yorba Linda,22.9255413
2018-02-11T08:28:29.950Z,40.2895,-121.1991667,13.36,3.36,mw,26,86,0.2858,0.17,nc,nc72967671,2019-01-21T04:29:24.719Z,"3km SE of Chester, CA",earthquake,0.43,2.28,,4,reviewed,nc,nc,96020,CA,Chester,1.365003142
2018-02-10T01:39:01.340Z,38.808,-122.8175,3.21,3.23,ml,76,29,0.009165,0.07,nc,nc72966896,2018-05-03T22:15:07.040Z,"6km WNW of The Geysers, CA",earthquake,0.14,0.2,0.139,51,reviewed,nc,nc,95426,CA,Cobb,7.619967787
2018-02-08T13:20:32.600Z,36.0363,-97.9003,5.146,3,ml,,27,,0.2,us,us2000cyuj,2018-05-03T22:15:04.040Z,"8km S of Hennessey, Oklahoma",earthquake,1,5.4,,,reviewed,tul,tul,73734,OK,Dover,6.099359547
2018-02-08T12:28:55.800Z,36.0415,-97.8949,3.768,3,ml,,21,,0.11,us,us2000cytw,2018-05-03T22:15:04.040Z,"7km S of Hennessey, Oklahoma",earthquake,1.3,4.5,,,reviewed,tul,tul,73734,OK,Dover,6.765046103
2018-02-07T16:12:55.000Z,36.0403,-97.8983,3.648,3.2,ml,,24,,0.43,us,us1000cib0,2018-05-03T22:15:02.040Z,"7km S of Hennessey, Oklahoma",earthquake,1.2,5.2,,,reviewed,tul,tul,73734,OK,Dover,6.569742034
2018-02-07T11:11:47.550Z,37.2033,-97.816,5.65,3.1,ml,,92,0.051,0.18,us,us1000ci6k,2018-05-03T22:15:01.040Z,"19km ENE of Anthony, Kansas",earthquake,1.1,1.9,0.119,19,reviewed,ismp,ismp,67049,KS,Freeport,4.794559056
2018-02-05T08:25:39.400Z,36.0355,-97.9032,6.871,3.2,mwr,,24,,0.28,us,us1000cg26,2018-05-03T22:14:57.040Z,"8km S of Hennessey, Oklahoma",earthquake,1.3,1.2,0.038,66,reviewed,tul,us,73734,OK,Dover,5.970357563
2018-02-05T08:20:51.700Z,36.0325,-97.906,6.411,3.7,mwr,,27,,0.28,us,us1000cfxn,2018-05-03T22:14:57.040Z,"8km S of Hennessey, Oklahoma",earthquake,1.2,5.3,0.047,43,reviewed,tul,us,73734,OK,Dover,5.608957765
2018-02-05T06:43:15.080Z,36.041,-119.7465,22.46,3.48,mw,57,70,0.295,0.12,nc,nc72964596,2018-05-03T22:14:57.040Z,"18km WSW of Corcoran, CA",earthquake,0.3,0.45,,3,reviewed,nc,nc,93212,CA,Corcoran,11.51556565
2018-02-04T22:37:32.230Z,45.1558333,-124.3488333,30.15,3.06,ml,21,155,0.3731,0.41,uw,uw61366781,2018-04-25T01:39:48.040Z,"30km W of Pacific City, Oregon",earthquake,0.83,2.68,0.117,6,reviewed,uw,uw,97135,OR,Pacific City,31.04170524
2018-02-04T13:27:44.311Z,40.0035,-117.1986,9.4,3.4,ml,50,89.94,0.428,0.183,nn,nn00620603,2018-04-25T01:39:47.040Z,"57km N of Austin, Nevada",earthquake,,1.3,0.37,33,reviewed,nn,nn,89310,NV,Austin,4.837045496
2018-02-04T09:39:36.400Z,34.6722,-97.4959,4.425,3.2,ml,,51,,0.52,us,us1000cflq,2018-04-25T01:39:47.040Z,"18km SSW of Maysville, Oklahoma",earthquake,1.9,5.3,,,reviewed,tul,tul,73433,OK,Elmore City,15.13910538
2018-02-04T06:57:38.430Z,48.6325,-123.1208333,12.69,3.09,ml,30,41,0.1123,0.27,uw,uw61366651,2018-04-25T01:39:46.040Z,"13km NW of Friday Harbor, Washington",earthquake,0.36,1.07,0.143,23,reviewed,uw,uw,98250,WA,Friday Harbor,11.17641526
2018-02-03T03:12:46.560Z,40.801,-125.4455,13.29,4.33,mw,77,248,0.9037,0.16,nc,nc72963436,2018-04-25T01:39:44.040Z,"103km WNW of Ferndale, CA",earthquake,1.23,2.59,,5,reviewed,nc,nc,95551,CA,Loleta,102.7570938
2018-02-01T13:31:44.420Z,43.1373,-110.8479,5,3.5,ml,,82,0.225,0.5,us,us1000cdp2,2018-05-11T12:16:53.583Z,"16km SSW of Hoback, Wyoming",earthquake,1.1,1.9,0.039,85,reviewed,us,us,83128,WY,Alpine,12.26090056
2018-01-31T04:30:06.300Z,31.0466,-109.2363,14.15,3,ml,,124,0.33,0.7,us,us2000crlt,2018-04-25T01:39:38.040Z,"42km SE of Agua Prieta, Mexico",earthquake,4.5,8.4,0.062,34,reviewed,us,us,85626,AZ,Pirtleville,49.68977464
2018-01-31T03:34:32.440Z,36.2355,-120.3733333,13.95,3.14,ml,93,32,0.1001,0.1,nc,nc72961611,2018-04-25T01:39:38.040Z,"11km N of Coalinga, CA",earthquake,0.15,0.37,0.191,23,reviewed,nc,nc,93210,CA,Coalinga,1.473033242
2018-01-30T19:39:05.160Z,36.9133333,-117.4233333,1.47,3.1,ml,24,106,0.09442,0.16,ci,ci38095368,2018-04-25T01:39:38.040Z,"42km NW of Stovepipe Wells, CA",earthquake,0.18,0.47,0.178,155,reviewed,ci,ci,92389,CA,Tecopa,36.78409957
2018-01-29T22:04:06.850Z,46.3973,-75.3136,18,3,mb_lg,,,,0.82,us,us2000cr6s,2018-04-25T01:39:36.040Z,"22km SE of Mont-Laurier, Canada",earthquake,3.1,2,,,reviewed,ott,ott,13655,NY,Hogansburg,165.8502811
2018-01-28T22:46:16.210Z,43.5517,-127.4685,10,5.5,mww,,186,2.389,0.75,us,us2000cqrl,2018-04-20T07:05:35.040Z,"252km WNW of Bandon, Oregon",earthquake,8.1,1.9,0.048,42,reviewed,us,us,97411,OR,Bandon,254.2952384
2018-01-28T21:23:17.120Z,36.7984,-104.9687,5,3,mb_lg,,67,0.07,0.29,us,us2000cqqu,2018-04-20T07:05:34.040Z,"32km N of Cimarron, New Mexico",earthquake,2.2,1.8,0.061,100,reviewed,us,us,87740,NM,Raton,20.3791795
2018-01-28T20:09:25.100Z,36.8544,-97.4305,5,3,ml,,98,,0.18,us,us2000cqqa,2018-04-20T07:05:34.040Z,"14km WNW of Blackwell, Oklahoma",earthquake,1,2.9,,,reviewed,tul,tul,74646,OK,Nardin,4.026967287
2018-01-28T08:51:59.270Z,51.0614,-130.6958,10,4.1,mwr,,217,1.272,1.11,us,us2000dvtn,2018-04-20T07:05:33.040Z,"216km SW of Bella Bella, Canada",earthquake,6.3,2,,,reviewed,us,pgc,99926,AK,Metlakatla,452.189707
2018-01-27T12:47:56.290Z,33.7411667,-117.4896667,10.55,3.14,ml,192,23,0.02185,0.25,ci,ci38093472,2018-04-20T07:05:30.040Z,"13km NE of Trabuco Canyon, CA",earthquake,0.11,0.24,0.141,326,reviewed,ci,ci,92886,CA,Yorba Linda,11.78283105
2018-01-27T12:40:13.570Z,40.3809,-126.3115,10,3.3,ml,,255,1.509,0.73,us,us1000ci2l,2018-04-20T07:05:30.040Z,"174km W of Ferndale, California",earthquake,5.1,2,0.047,60,reviewed,us,us,95536,CA,Ferndale,173.1659338
2018-01-26T19:54:18.110Z,26.7086,-111.0119,14.69,4.4,mb,,133,1.254,1.16,us,us2000cq0x,2018-04-20T07:05:27.040Z,"83km NNE of Loreto, Mexico",earthquake,3.2,5,0.07,58,reviewed,us,us,85621,AZ,Nogales,528.8459097
2018-01-26T05:40:25.640Z,42.5405,-111.3951,10,3.3,ml,,58,0.066,0.43,us,us2000cpmq,2018-04-20T07:05:25.040Z,"21km SE of Soda Springs, Idaho",earthquake,1.9,1.9,0.055,44,reviewed,us,us,83239,ID,Georgetown,8.225690644
2018-01-26T03:35:53.700Z,42.5618,-111.4591,10,3.1,ml,,53,0.107,0.76,us,us2000cpty,2018-04-20T07:05:24.040Z,"15km SE of Soda Springs, Idaho",earthquake,1.7,2,0.047,60,reviewed,us,us,83239,ID,Georgetown,10.07107946
2018-01-26T03:32:08.570Z,42.5327,-111.3893,10,4.4,mwr,,41,0.057,0.73,us,us2000cpkg,2018-07-01T18:40:12.795Z,"22km SE of Soda Springs, Idaho",earthquake,3.3,2,0.034,82,reviewed,us,us,83239,ID,Georgetown,7.666093365
2018-01-25T18:26:50.680Z,40.3824,-126.47,10.74,3.3,ml,,257,1.63,0.8,us,us1000cf6q,2018-04-20T07:05:23.040Z,"188km W of Ferndale, California",earthquake,4.1,14.4,0.049,54,reviewed,us,us,95536,CA,Ferndale,186.5533639
2018-01-25T17:24:34.140Z,40.4185,-126.3804,10.89,5.1,mww,,68,1.56,1.01,us,us2000cpcn,2018-04-20T07:05:23.040Z,"180km W of Ferndale, California",earthquake,5.1,3.4,0.045,47,reviewed,us,us,95536,CA,Ferndale,178.769454
2018-01-25T16:39:43.500Z,40.4556,-126.3332,8.88,5.8,mww,,41,1.522,1.01,us,us2000cpba,2018-04-20T07:05:23.040Z,"175km W of Ferndale, California",earthquake,5.3,3.1,0.039,62,reviewed,us,us,95536,CA,Ferndale,174.6549096
2018-01-25T10:09:56.810Z,33.741,-117.4911667,11.15,3.97,mw,198,22,0.02263,0.25,ci,ci38092312,2018-07-16T04:20:17.039Z,"12km NE of Trabuco Canyon, CA",earthquake,0.11,0.22,,6,reviewed,ci,ci,92886,CA,Yorba Linda,11.66396335
2018-01-24T06:02:33.030Z,36.9373333,-121.661,7.1,3.6,mw,137,47,0.006471,0.13,nc,nc72957816,2018-11-08T21:54:39.420Z,"6km NNW of Aromas, CA",earthquake,0.11,0.2,,6,reviewed,nc,nc,95004,CA,Aromas,8.223839077
2018-01-23T21:00:55.290Z,36.4753333,-121.0278333,7.36,3.41,mw,87,93,0.05103,0.1,nc,nc72957626,2018-04-20T07:05:12.040Z,"12km ESE of Pinnacles, CA",earthquake,0.14,0.23,,5,reviewed,nc,nc,93902,CA,Salinas,16.41567797
2018-01-23T09:05:03.980Z,43.4138,-127.1232,10,4,mb,,184,2.111,0.86,us,us2000cmxw,2018-04-20T07:05:07.040Z,"222km W of Bandon, Oregon",earthquake,7.1,2,0.139,14,reviewed,us,us,97411,OR,Bandon,224.2846489
2018-01-23T06:42:16.700Z,36.9542,-97.3656,7.988,3,ml,,129,,0.19,us,us2000cmx0,2018-04-20T07:05:07.040Z,"18km NNW of Blackwell, Oklahoma",earthquake,1.3,5.6,,,reviewed,tul,tul,74632,OK,Braman,2.974735306
2018-01-23T06:33:23.900Z,36.9551,-97.3628,8.029,3,ml,,78,,0.14,us,us2000cmwy,2018-04-20T07:05:07.040Z,"18km NNW of Blackwell, Oklahoma",earthquake,1.6,1.3,,,reviewed,tul,tul,74632,OK,Braman,2.813498352
2018-01-22T10:45:33.300Z,36.153,-97.661,6.647,3.6,ml,,31,,0.18,us,us2000cmec,2018-04-20T07:05:07.040Z,"21km ENE of Hennessey, Oklahoma",earthquake,1,5.1,,,reviewed,tul,tul,73056,OK,Marshall,3.137509041
2018-01-22T01:44:48.060Z,48.0996,-114.1276,10.21,3,ml,,98,0.049,0.85,us,us2000cma6,2018-04-20T07:05:06.040Z,"5km NW of Bigfork, Montana",earthquake,4.7,8.3,0.057,40,reviewed,us,us,59932,MT,Somers,6.547702575
2018-01-21T17:26:48.200Z,36.459,-98.8168,6.01,3,ml,,53,,0.3,us,us2000cm5r,2018-04-10T01:11:50.040Z,"34km E of Mooreland, Oklahoma",earthquake,1.5,2.3,,,reviewed,tul,tul,73860,OK,Waynoka,27.55174792
2018-01-21T17:04:12.580Z,30.2302,-114.2468,10,4.5,mb,,197,0.958,1.25,us,us2000cm5c,2018-04-10T01:11:50.040Z,"103km SE of San Felipe, Mexico",earthquake,7,1.9,0.058,89,reviewed,us,us,85336,AZ,Gadsden,260.5991634
2018-01-21T06:08:55.950Z,46.3836,-75.0633,16.84,3,mb_lg,,102,0.391,0.75,us,us2000cmb5,2018-04-10T01:11:50.040Z,"15km WSW of Riviere-Rouge, Canada",earthquake,3.8,2.7,,,reviewed,us,ott,13655,NY,Hogansburg,159.3574517
2018-01-20T13:48:54.420Z,26.6362,-111.0263,10,4.5,mb,,141,1.28,1.42,us,us2000clsy,2018-04-10T01:11:48.040Z,"75km NNE of Loreto, Mexico",earthquake,5.2,1.9,0.088,38,reviewed,us,us,85621,AZ,Nogales,536.9289921
2018-01-19T16:48:28.010Z,26.6067,-111.1312,10,4.5,mb,,146,1.218,1.47,us,us2000cl8x,2018-04-10T01:11:47.040Z,"68km NNE of Loreto, Mexico",earthquake,7.4,1.9,0.058,87,reviewed,us,us,85621,AZ,Nogales,540.5689387
2018-01-19T16:17:44.720Z,26.6862,-111.0785,10,6.3,mww,,109,1.214,1.45,us,us2000cl83,2018-06-22T07:45:36.311Z,"78km NNE of Loreto, Mexico",earthquake,5.7,1.8,0.035,79,reviewed,us,us,85621,AZ,Nogales,531.5290668
2018-01-18T05:55:11.950Z,38.785,-122.7433333,1.81,4.22,mw,72,41,0.005457,0.08,nc,nc72955520,2018-05-15T03:39:28.647Z,"1km NE of The Geysers, CA",earthquake,0.11,0.19,,4,reviewed,nc,nc,95426,CA,Cobb,4.731598138
2018-01-16T21:40:33.600Z,31.2328333,-115.6746667,12.1,3.44,ml,5,203,0.1837,0.1,ci,ci38088560,2018-01-16T23:16:00.116Z,"100km ESE of Maneadero, B.C., MX",earthquake,1.1,0.4,0.161,146,reviewed,ci,ci,92249,CA,Heber,167.0611451
2018-01-16T20:17:10.580Z,37.51,-118.8543333,9,3.09,ml,47,68,0.08236,0.04,nc,nc72954970,2018-04-10T01:11:42.040Z,"16km WSW of Toms Place, CA",earthquake,0.19,0.48,0.144,9,reviewed,nc,nc,93546,CA,Mammoth Lakes,11.10135274
2018-01-16T17:10:50.080Z,43.2402,-126.9338,10,3.2,ml,,252,1.94,0.76,us,us2000ck1g,2018-04-10T01:11:42.040Z,"205km W of Bandon, Oregon",earthquake,8.7,2,0.043,70,reviewed,us,us,97464,OR,Ophir,204.7887384
2018-01-16T16:57:54.810Z,36.1631667,-89.686,9.42,3.64,mw,73,36,0.04498,0.13,nm,nm60186242,2018-07-17T11:43:36.491Z,"4km SW of Caruthersville, Missouri",earthquake,0.13,0.38,,9,reviewed,nm,nm,63826,MO,Braggadocio,2.103701047
2018-01-16T05:03:11.900Z,36.1229,-97.8083,5,3.1,ml,,26,,0.13,us,us2000cjuq,2018-04-10T01:11:41.040Z,"8km E of Hennessey, Oklahoma",earthquake,1.1,4.8,,,reviewed,tul,tul,73773,OK,Waukomis,16.17484685
2018-01-15T05:38:44.430Z,50.5724,-130.0456,16.75,4,mwr,,158,1.22,0.93,us,us2000d5t0,2018-04-10T01:11:40.040Z,"186km W of Port Hardy, Canada",earthquake,5.6,6.2,,,reviewed,us,pgc,98357,WA,Neah Bay,465.0030484
2018-01-14T21:41:22.970Z,50.4562,-130.2932,10,4.3,mwr,,167,1.39,0.89,us,us1000cg8n,2018-04-03T01:40:31.040Z,"205km W of Port Hardy, Canada",earthquake,7.2,2,,,reviewed,us,pgc,98357,WA,Neah Bay,474.0326235
2018-01-14T20:36:07.860Z,50.4516,-130.2249,10,4,mwr,,206,1.347,1.39,us,us2000d0jj,2018-04-03T01:40:31.040Z,"200km W of Port Hardy, Canada",earthquake,6,2,,,reviewed,us,pgc,98357,WA,Neah Bay,469.5196347
2018-01-14T20:25:39.180Z,50.6689,-129.757,10,4.4,mwr,,182,1.034,1.16,us,us2000cjjx,2018-04-03T01:40:31.040Z,"165km W of Port Hardy, Canada",earthquake,5.2,2,,,reviewed,us,pgc,98357,WA,Neah Bay,453.3186222
2018-01-14T19:56:11.650Z,34.8168333,-116.0733333,3.75,3.71,mw,81,39,0.1483,0.18,ci,ci38087400,2018-04-03T01:40:31.040Z,"13km NE of Ludlow, CA",earthquake,0.11,0.54,,4,reviewed,ci,ci,91701,CA,Rancho Cucamonga,10.03620644
2018-01-14T19:10:55.150Z,50.6375,-129.8723,10,4.7,mwr,,167,1.107,1.37,us,us2000cjjd,2018-04-03T01:40:31.040Z,"173km W of Port Hardy, Canada",earthquake,3.8,2,,,reviewed,us,pgc,98357,WA,Neah Bay,458.2919337
2018-01-14T18:54:04.660Z,50.6958,-129.8531,10,4.5,mwr,,171,1.095,1.33,us,us2000cjj9,2018-04-03T01:40:31.040Z,"171km W of Port Hardy, Canada",earthquake,4.5,1.8,,,reviewed,us,pgc,98357,WA,Neah Bay,460.6273134
2018-01-14T07:28:28.120Z,40.4294,-126.9789,10,3.4,ml,,248,2.016,0.83,us,us2000cjfj,2018-04-03T01:40:30.040Z,"230km W of Ferndale, California",earthquake,3.4,2,0.048,58,reviewed,us,us,95536,CA,Ferndale,229.3541656
2018-01-13T06:26:58.400Z,33.1141667,-116.0738333,11.53,3.59,ml,134,33,0.08913,0.23,ci,ci38086512,2018-04-03T01:40:29.040Z,"6km ESE of Ocotillo Wells, CA",earthquake,0.13,0.38,0.122,299,reviewed,ci,ci,92275,CA,Salton City,24.22721901
2018-01-13T01:04:08.100Z,35.6711,-97.4005,6.396,3.6,ml,,24,,0.51,us,us2000cj69,2018-04-03T01:40:28.040Z,"7km ENE of Edmond, Oklahoma",earthquake,1.9,7.6,,,reviewed,tul,tul,73083,OK,Edmond,5.888429073
2018-01-12T08:41:40.200Z,36.876,-97.442,7.578,3.1,ml,,70,,0.21,us,us2000cisg,2018-04-03T01:40:27.040Z,"16km WNW of Blackwell, Oklahoma",earthquake,1.1,2.1,,,reviewed,tul,tul,74646,OK,Nardin,6.515189752
2018-01-11T00:15:13.680Z,36.1563333,-120.2298333,11.36,3.14,ml,62,132,0.1361,0.08,nc,nc72952250,2018-04-03T01:40:25.040Z,"12km E of Coalinga, CA",earthquake,0.19,0.53,0.145,19,reviewed,nc,nc,93234,CA,Huron,12.68024265
2018-01-10T18:40:05.330Z,50.6107,-130.7692,14.69,4,mwr,,180,1.679,1.34,us,us1000c383,2018-04-03T01:40:25.040Z,"237km W of Port Hardy, Canada",earthquake,8.5,5.3,,,reviewed,us,pgc,99926,AK,Metlakatla,501.4157842
2018-01-08T22:38:51.970Z,38.4521667,-112.4795,11.84,3.5,ml,29,42,0.1591,0.2,uu,uu60264557,2018-05-17T20:01:52.624Z,"24km NE of Beaver, Utah",earthquake,0.34,0.63,0.138,23,reviewed,uu,uu,84766,UT,Sevier,20.32053186
2018-01-08T18:31:47.360Z,43.2151,-126.9237,10,3.1,ml,,252,1.928,0.82,us,us1000c23z,2018-04-03T01:40:23.040Z,"204km W of Bandon, Oregon",earthquake,8.9,2,0.043,72,reviewed,us,us,97464,OR,Ophir,203.2938709
2018-01-07T19:30:21.330Z,31.616,-115.8161667,13.98,3.91,ml,19,118,0.2256,0.1,ci,ci37848759,2018-03-23T23:16:54.040Z,"72km E of Maneadero, B.C., MX",earthquake,0.19,0.38,0.179,270,reviewed,ci,ci,92249,CA,Heber,128.0014059
2018-01-07T19:29:41.270Z,46.8422,-112.7436,8.86,3.6,ml,,71,0.128,0.76,us,us1000c1sq,2018-03-23T23:16:54.040Z,"13km SSW of Lincoln, Montana",earthquake,3,8.1,0.045,64,reviewed,us,us,59843,MT,Helmville,14.45598454
2018-01-07T19:01:00.490Z,40.3986667,-125.2446667,29.45,4.52,mw,71,244,0.6967,0.18,nc,nc72950451,2019-03-29T05:09:08.573Z,"82km W of Petrolia, CA",earthquake,1.02,4.16,,8,reviewed,nc,nc,95536,CA,Ferndale,82.92774325
2018-01-07T10:55:39.550Z,35.1145,-95.8344,5,3.1,ml,,224,0.795,0.57,us,us1000c1qh,2018-03-23T23:16:53.040Z,"20km NNW of McAlester, Oklahoma",earthquake,2.6,1.7,0.085,18,reviewed,us,us,74425,OK,Canadian,19.92861546
2018-01-07T08:56:56.380Z,28.8912,-98.2041,5,3.1,mb_lg,,74,0.282,0.43,us,us1000c1ny,2018-03-23T23:16:53.040Z,"23km SSW of Poth, Texas",earthquake,2.3,2,0.074,47,reviewed,us,us,78053,TX,Mc Coy,7.649426128
2018-01-07T01:31:11.150Z,34.42,-120.0015,2.26,3.78,mw,46,74,0.1315,0.24,ci,ci37848263,2018-04-05T19:50:31.411Z,"13km W of Isla Vista, CA",earthquake,0.25,0.83,,4,reviewed,ci,ci,93117,CA,Goleta,9.926216358
2018-01-06T15:37:17.770Z,28.8497,-98.119,5,3.6,mb_lg,,82,0.272,1.07,us,us1000c1fk,2018-03-23T23:16:52.040Z,"21km W of Karnes City, Texas",earthquake,4.1,2,0.068,56,reviewed,us,us,78008,TX,Campbellton,7.0861178
2018-01-06T14:19:27.220Z,42.2206,-104.8104,5,3,ml,,104,1.038,1.3,us,us1000c1f3,2018-03-23T23:16:52.040Z,"7km SW of Guernsey, Wyoming",earthquake,3.2,2,0.064,62,reviewed,us,us,82214,WY,Guernsey,4.467498307
2018-01-05T17:44:59.620Z,43.8376,-128.1149,10,3.6,mb,,202,2.921,1.12,us,us2000cl57,2018-03-23T23:16:51.040Z,Off the coast of Oregon,earthquake,10.1,2,0.351,2,reviewed,us,us,97411,OR,Bandon,311.915694
2018-01-04T15:42:27.560Z,46.9007,-70.7725,18,3.4,mb_lg,,,,0.79,us,us1000c0wi,2018-03-23T23:16:50.040Z,"18km WSW of Montmagny, Canada",earthquake,5,7.7,,,reviewed,ott,ott,04471,ME,Orient,149.9969666
2018-01-04T10:39:37.730Z,37.8551667,-122.2568333,12.31,4.38,mw,289,13,0.004662,0.18,nc,nc72948801,2019-02-17T22:51:28.325Z,"2km SE of Berkeley, CA",earthquake,0.11,0.2,,7,reviewed,nc,nc,94704,CA,Berkeley,1.313054978
2018-01-04T10:16:43.010Z,43.837,-128.4119,10,4.1,mb,,218,3.329,0.87,us,us2000cksv,2018-03-23T23:16:50.040Z,Off the coast of Oregon,earthquake,5.5,2,0.144,13,reviewed,us,us,97411,OR,Bandon,335.0551611
2018-01-03T08:36:25.940Z,46.2556667,-122.0563333,10.23,3.87,ml,50,124,0.05684,0.14,uw,uw61362346,2018-03-23T23:16:49.040Z,"37km SSE of Morton, Washington",earthquake,0.24,0.42,0.156,25,reviewed,uw,uw,98377,WA,Randle,31.57658061
2018-01-03T04:00:29.800Z,36.1603,-98.377,5.667,3.4,ml,,26,,0.84,us,us1000bz81,2018-03-23T23:16:49.040Z,"7km NW of Okeene, Oklahoma",earthquake,1.3,6.5,,,reviewed,tul,tul,73763,OK,Okeene,6.260551846
2018-01-02T17:43:49.200Z,36.1523,-97.6696,4.492,3.5,ml,,21,,0.22,us,us1000bz2k,2018-03-23T23:16:48.040Z,"21km ENE of Hennessey, Oklahoma",earthquake,1.1,5.1,,,reviewed,tul,tul,73056,OK,Marshall,3.912476139
2018-01-02T13:42:52.000Z,31.2227,-103.5728,5,3.1,ml,,50,0.147,0.42,us,us1000bz0l,2018-03-23T23:16:48.040Z,"23km SSW of Pecos, Texas",earthquake,0.9,1.9,0.07,64,reviewed,us,us,79718,TX,Balmorhea,17.92379395
2018-01-01T04:18:57.330Z,31.8491667,-116.1185,12.31,3.09,ml,15,126,0.2124,0.19,ci,ci37844527,2018-03-23T23:16:47.040Z,"45km ENE of Maneadero, B.C., MX",earthquake,0.4,1.02,0.222,168,reviewed,ci,ci,92179,CA,San Diego,110.1760253
2018-01-01T01:35:34.240Z,34.0316667,-117.593,4.08,3.09,ml,173,15,0.07663,0.22,ci,ci37844303,2018-07-16T04:01:59.764Z,"4km SE of Ontario, CA",earthquake,0.09,0.34,0.175,330,reviewed,ci,ci,91748,CA,Rowland Heights,30.77429394
2017-12-31T19:49:06.270Z,40.4846667,-123.39,30.44,3.76,mw,30,39,0.1399,0.08,nc,nc72946846,2018-03-17T01:54:40.040Z,"19km WSW of Hayfork, CA",earthquake,0.31,0.6,,3,reviewed,nc,nc,95552,CA,Mad River,10.47574901
2017-12-31T19:09:31.700Z,36.1511,-97.6653,6.059,3.2,ml,,29,,0.14,us,us1000bykk,2018-03-17T01:54:40.040Z,"21km ENE of Hennessey, Oklahoma",earthquake,1.2,4.1,,,reviewed,tul,tul,73056,OK,Marshall,3.53735663
2017-12-30T23:46:11.940Z,37.2734,-104.8631,4,4,mwr,,31,0.164,0.51,us,us1000byd4,2019-02-04T23:37:45.802Z,"34km WNW of Trinidad, Colorado",earthquake,4.4,2,0.045,47,reviewed,us,us,81091,CO,Weston,11.05336084
2017-12-30T12:15:25.490Z,34.3155,-116.8506667,1.53,3.22,ml,117,26,0.0377,0.16,ci,ci37841791,2018-03-17T01:54:39.040Z,"6km N of Big Bear City, CA",earthquake,0.09,0.22,0.15,321,reviewed,ci,ci,92427,CA,San Bernardino,6.005050338
2017-12-30T04:13:24.200Z,36.7203,-99.3909,6.216,3.2,ml,,171,,0.81,us,us1000bxzq,2018-03-17T01:54:39.040Z,"24km ESE of Buffalo, Oklahoma",earthquake,4.6,6.6,,,reviewed,tul,tul,73841,OK,Fort Supply,23.18217917
2017-12-29T04:45:42.610Z,40.2851667,-124.5095,19.29,3.82,mw,28,243,0.1742,0.12,nc,nc72945446,2018-03-17T01:54:38.040Z,"20km WSW of Petrolia, CA",earthquake,0.67,0.25,,3,reviewed,nc,nc,95558,CA,Petrolia,25.10936711
2017-12-29T04:45:00.000Z,36.1543,-97.671,5.644,3.8,mwr,,27,,0.28,us,us1000bxhi,2018-03-29T10:33:06.984Z,"21km ENE of Hennessey, Oklahoma",earthquake,1.1,3.6,0.058,29,reviewed,tul,us,73056,OK,Marshall,4.032693864
2017-12-28T20:11:14.100Z,35.4215,-97.024,5.133,3.7,ml,,37,,0.3,us,us1000bx99,2018-04-22T09:06:25.875Z,"6km ESE of McLoud, Oklahoma",earthquake,1.3,2.7,,,reviewed,tul,tul,74802,OK,Shawnee,8.525439657
