time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,ClosestZIP,ZipSTATE,ZipCITY,DistKMeq2zip
2018-12-20T13:30:45.530Z,39.1135,-119.7306,7.9,3.2,ml,35,35.01,0.045,0.252,nn,nn00670948,2019-02-23T20:21:42.040Z,"5km ENE of Indian Hills, Nevada",earthquake,,1,0.36,10,reviewed,nn,nn,89702,NV,Carson City,3.447105749
2018-12-20T13:24:02.129Z,39.1129,-119.729,8.1,3.6,ml,36,39.37,0.046,0.2444,nn,nn00670931,2019-02-23T20:21:42.040Z,"5km ENE of Indian Hills, Nevada",earthquake,,1.1,0.26,10,reviewed,nn,nn,89702,NV,Carson City,3.592055251
2018-12-20T12:49:22.930Z,39.2456667,-111.475,4.84,3.12,ml,38,26,0.08897,0.21,uu,uu60307652,2019-02-23T20:21:41.040Z,"14km E of Manti, Utah",earthquake,0.35,0.77,0.136,22,reviewed,uu,uu,84647,UT,Mount Pleasant,16.04216825
2018-12-19T20:04:39.850Z,40.5419,-127.2212,10,3.2,ml,,285,2.199,0.63,us,us2000iv8r,2019-02-23T20:20:54.040Z,"250km W of Ferndale, California",earthquake,5.1,2,0.066,30,reviewed,us,us,95536,CA,Ferndale,249.7565398
2018-12-17T07:42:48.230Z,36.4566,-98.7897,5,3,mb_lg,,95,0.043,0.3,us,us2000iud8,2019-02-23T20:21:06.040Z,"34km NW of Fairview, Oklahoma",earthquake,1.7,1.8,0.058,78,reviewed,us,us,73747,OK,Isabella,26.76429175
2018-12-17T02:52:01.740Z,35.9568333,-116.7345,-0.34,3.62,ml,32,62,0.2346,0.19,ci,ci38164815,2019-02-23T20:20:50.040Z,"42km W of Shoshone, CA",earthquake,0.2,0.6,0.125,312,reviewed,ci,ci,92384,CA,Shoshone,41.81701174
2018-12-16T04:12:02.030Z,36.0383333,-83.6955,19.69,3.01,md,25,44,0.1909,0.19,se,se60222112,2019-03-05T21:06:28.148Z,"5km ESE of Mascot, Tennessee",earthquake,0.29,0.75,0.091,22,reviewed,se,se,37871,TN,Strawberry Plains,4.845886553
2018-12-16T03:10:35.420Z,40.4853,-127.1473,14.75,3.1,ml,,298,2.192,0.71,us,us2000iuy5,2019-02-16T22:29:10.040Z,"244km W of Ferndale, California",earthquake,6.7,9.1,0.087,8,reviewed,nc,nc,95536,CA,Ferndale,243.4766316
2018-12-15T21:31:04.050Z,36.2856,-97.5158,4.86,3,mb_lg,,25,0.228,0.16,us,us2000itxh,2019-02-16T22:29:10.040Z,"20km W of Perry, Oklahoma",earthquake,1.1,4.5,0.055,87,reviewed,us,us,73757,OK,Lucien,5.634172331
2018-12-15T06:09:27.520Z,36.4483,-98.778,5,3.1,mb_lg,,28,0.041,0.57,us,us2000itsm,2019-02-16T22:29:09.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.4,2,0.053,92,reviewed,us,us,73747,OK,Isabella,25.39543299
2018-12-13T16:47:48.230Z,41.3296,-100.199,5,3,mb_lg,,68,0.084,0.78,us,us2000itd7,2019-02-16T22:29:07.040Z,"31km ESE of Stapleton, Nebraska",earthquake,2.2,2,0.084,38,reviewed,us,us,69120,NE,Arnold,10.50382673
2018-12-12T22:12:19.960Z,22.4766,-64.3597,10,4.3,mb,,108,4.45,1.18,us,us2000it1p,2019-02-16T22:29:06.040Z,North Atlantic Ocean,earthquake,11.1,1.9,0.107,25,reviewed,us,us,00830,VI,St John,462.9906246
2018-12-12T09:14:43.610Z,35.6123333,-84.732,7.87,4.4,mw,32,40,,0.14,se,se60247871,2019-03-05T21:03:40.509Z,"12km NNE of Decatur, Tennessee",earthquake,0.22,0.66,,0,reviewed,se,se,37381,TN,Spring City,12.01413121
2018-12-11T13:34:03.540Z,42.2724,-126.9069,10,3.1,ml,,273,1.991,0.29,us,us2000iuq2,2019-02-16T22:29:04.040Z,"204km WSW of Port Orford, Oregon",earthquake,11.3,2,0.052,48,reviewed,us,us,97464,OR,Ophir,203.1896775
2018-12-11T11:15:47.970Z,39.5855,-107.3438,5,3.2,ml,,93,0.882,0.67,us,us2000isl6,2019-02-16T22:29:04.040Z,"4km NNW of Glenwood Springs, Colorado",earthquake,2.4,1.9,0.047,59,reviewed,us,us,81602,CO,Glenwood Springs,8.352910286
2018-12-11T11:13:07.170Z,39.5954,-107.3581,1.13,3.6,ml,,133,0.867,0.2,us,us2000ish5,2019-02-16T22:29:04.040Z,"5km NNW of Glenwood Springs, Colorado",earthquake,1.6,2.4,0.033,120,reviewed,us,us,81602,CO,Glenwood Springs,9.717208672
2018-12-11T10:02:29.440Z,39.6254,-107.3434,3.83,3.4,ml,,132,0.858,0.27,us,us2000isgx,2019-02-16T22:29:04.040Z,"8km N of Glenwood Springs, Colorado",earthquake,2.5,5.1,0.034,113,reviewed,us,us,81602,CO,Glenwood Springs,12.73268952
2018-12-11T06:33:56.860Z,42.3517,-126.5191,10,3,ml,,295,1.707,0.6,us,us2000isfp,2019-02-16T22:29:04.040Z,"171km WSW of Port Orford, Oregon",earthquake,10.2,2,0.062,34,reviewed,us,us,97464,OR,Ophir,170.1051977
2018-12-10T07:38:03.330Z,38.7356667,-122.7235,1.53,3.09,ml,71,48,0.01062,0.11,nc,nc73120976,2019-02-16T22:29:02.040Z,"5km SSW of Anderson Springs, CA",earthquake,0.11,0.2,0.229,41,reviewed,nc,nc,95426,CA,Cobb,10.16301694
2018-12-10T06:23:03.630Z,34.0395,-97.406,19.61,3,ml,,66,0.193,0.9,us,us1000i5ib,2019-02-16T22:29:02.040Z,"13km S of Wilson, Oklahoma",earthquake,1.9,7.1,0.213,11,reviewed,ok,ok,73443,OK,Lone Grove,13.7142996
2018-12-09T18:14:23.930Z,49.0242,-128.5416,10,4.6,mwr,,174,1.639,1.31,us,us1000i5dt,2019-02-16T19:52:34.040Z,"193km W of Tofino, Canada",earthquake,5.9,2,,,reviewed,us,pgc,98357,WA,Neah Bay,298.476395
2018-12-09T17:48:40.940Z,48.9734,-128.7003,10,4.6,mwr,,164,1.708,1.18,us,us1000i5di,2019-02-16T19:52:34.040Z,"205km W of Tofino, Canada",earthquake,7.9,2,,,reviewed,us,pgc,98357,WA,Neah Bay,308.525404
2018-12-09T16:20:13.320Z,49.0257,-128.8745,10,5.4,mww,,163,1.686,1.05,us,us1000i5cf,2019-02-16T19:52:34.040Z,"213km SSW of Port Hardy, Canada",earthquake,7.7,1.9,0.04,59,reviewed,us,us,98357,WA,Neah Bay,322.1713168
2018-12-08T22:08:17.170Z,19.7233,-67.9788,37,3.32,md,11,256,1.5264,0.48,pr,pr2018342014,2019-02-16T19:52:32.040Z,"107km NNE of Punta Cana, Dominican Republic",earthquake,4.01,30.31,0.04,5,reviewed,pr,pr,00604,PR,Aguadilla,162.9183559
2018-12-05T22:10:06.190Z,35.7286667,-117.0745,1.68,3.73,mw,54,38,0.2346,0.14,ci,ci38386992,2019-02-16T19:52:25.040Z,"28km E of Trona, CA",earthquake,0.12,0.49,,6,reviewed,ci,ci,92328,CA,Death Valley,56.74331693
2018-12-05T21:40:16.620Z,35.7303333,-117.0776667,0.84,4.2,mw,60,34,0.2316,0.17,ci,ci38386960,2019-02-16T19:52:25.040Z,"28km E of Trona, CA",earthquake,0.13,0.61,,6,reviewed,ci,ci,92328,CA,Death Valley,56.52811501
2018-12-05T16:55:16.730Z,36.1019,-97.8459,5,3,mb_lg,,42,0.187,0.29,us,us1000i2x0,2019-02-16T19:52:24.040Z,"4km E of Hennessey, Oklahoma",earthquake,1.1,1.8,0.056,82,reviewed,us,us,73734,OK,Dover,14.57709078
2018-12-05T09:01:36.850Z,37.4048333,-118.604,10.1,3.19,ml,38,73,0.06094,0.06,nc,nc73119281,2019-02-16T19:52:22.040Z,"1km SSW of Round Valley, CA",earthquake,0.28,0.75,0.202,13,reviewed,nc,nc,93512,CA,Benton,10.39596691
2018-12-05T02:02:59.100Z,36.4547,-98.8018,5.79,3.2,ml,,71,0.005,0.47,us,us1000i2fg,2019-02-16T19:52:20.040Z,"35km NW of Fairview, Oklahoma",earthquake,0.7,3.8,0.134,20,reviewed,ok,ok,73747,OK,Isabella,27.5988435
2018-12-04T22:06:55.200Z,33.4848333,-116.8036667,1.26,3.23,ml,126,18,0.0276,0.23,ci,ci38385480,2019-02-16T19:52:20.040Z,"7km NE of Aguanga, CA",earthquake,0.11,0.23,0.153,278,reviewed,ci,ci,92586,CA,Sun City,1.805322693
2018-12-04T15:29:29.150Z,43.8986,-127.5266,10,3.2,ml,,274,2.521,0.37,us,us1000i1ya,2019-02-16T19:52:19.040Z,"266km WNW of Bandon, Oregon",earthquake,5.3,2,0.051,50,reviewed,us,us,97411,OR,Bandon,268.5460434
2018-12-04T15:14:25.886Z,39.1155,-119.7303,8.4,3.2,ml,29,33.24,0.043,0.2119,nn,nn00668094,2019-02-16T19:52:19.040Z,"5km NE of Indian Hills, Nevada",earthquake,,0.9,0.34,15,reviewed,nn,nn,89702,NV,Carson City,3.312094231
2018-12-03T22:44:56.920Z,33.4906667,-116.8038333,2.42,3.1,ml,141,11,0.02184,0.22,ci,ci38152023,2019-02-16T19:52:17.040Z,"8km NE of Aguanga, CA",earthquake,0.1,0.26,0.153,221,reviewed,ci,ci,92586,CA,Sun City,1.819668328
2018-12-03T21:50:08.900Z,40.9818333,-123.5788333,27.47,3.4,ml,40,40,0.1582,0.17,nc,nc73118836,2019-02-16T19:52:17.040Z,"6km NE of Willow Creek, CA",earthquake,0.4,1.09,0.278,19,reviewed,nc,nc,95525,CA,Blue Lake,25.80087856
2018-12-02T19:07:33.210Z,19.701,-68.8716,19,3.18,md,8,231,1.2843,0.24,pr,pr2018336015,2019-02-09T19:02:09.040Z,"81km NE of Santa Barbara de Samana, Dominican Republic",earthquake,2.52,5.57,0.38,6,reviewed,pr,pr,00680,PR,Mayaguez,218.4371174
2018-12-02T00:12:48.870Z,36.4162,-96.9059,7.17,3.1,mb_lg,,56,0.03,0.24,us,us1000i02y,2019-02-09T19:02:19.040Z,"12km NW of Pawnee, Oklahoma",earthquake,1,2.1,0.052,98,reviewed,us,us,74650,OK,Ralston,18.05624613
2018-12-01T07:33:47.180Z,50.0974,-129.4077,10,4.7,mwr,,179,0.98,0.74,us,us1000hzc2,2019-02-09T19:02:16.040Z,"156km WSW of Port Hardy, Canada",earthquake,6.2,1.9,,,reviewed,us,pgc,98357,WA,Neah Bay,399.7717664
2018-11-30T23:56:05.550Z,37.3583,-97.9744,5.8,3.2,mb_lg,,90,0.063,0.36,us,us1000hyzg,2019-02-09T19:02:14.040Z,"9km NNE of Harper, Kansas",earthquake,1.6,2.1,0.064,64,reviewed,us,us,67128,KS,Rago,8.900977407
2018-11-30T16:34:36.880Z,42.6811,-111.0437,5,3.1,ml,,66,0.094,0.67,us,us1000hydr,2019-02-09T19:02:09.040Z,"10km WSW of Afton, Wyoming",earthquake,1.3,1.4,0.04,84,reviewed,us,us,83119,WY,Fairview,2.4703006
2018-11-30T15:53:10.330Z,43.9578,-128.8983,10,4.1,mb,,199,3.513,1.21,us,us1000hyb0,2019-02-09T19:02:12.040Z,Off the coast of Oregon,earthquake,9.9,2,0.112,22,reviewed,us,us,97411,OR,Bandon,376.0630228
2018-11-29T13:48:53.480Z,33.014,-115.9866667,10.64,3.91,mw,99,32,0.1277,0.25,ci,ci38148759,2019-02-09T19:02:11.040Z,"20km SE of Ocotillo Wells, CA",earthquake,0.15,0.52,,3,reviewed,ci,ci,92259,CA,Ocotillo,15.65836924
2018-11-27T13:07:12.830Z,36.0735,-120.1881667,10.8,4,mw,92,51,0.06483,0.11,nc,nc73116386,2019-02-09T19:02:10.040Z,"9km NW of Avenal, CA",earthquake,0.18,0.32,,5,reviewed,nc,nc,93204,CA,Avenal,9.47600671
2018-11-27T08:07:07.060Z,34.6387,-96.3223,6.07,3.2,ml,,192,0.076,0.59,us,us1000hwyf,2019-02-09T19:02:10.040Z,"14km NW of Coalgate, Oklahoma",earthquake,1.9,5.3,0.194,17,reviewed,ok,ok,74534,OK,Centrahoma,5.38307376
2018-11-26T20:08:54.270Z,19.6808,-67.9641,25,3.06,md,5,263,1.2392,0.29,pr,pr2018330008,2019-02-09T19:02:09.040Z,"115km NNE of Punta Cana, Dominican Republic",earthquake,2.63,25.63,0.23,5,reviewed,pr,pr,00604,PR,Aguadilla,158.1235752
2018-11-26T15:42:49.810Z,34.053,-97.4342,6,3.1,ml,,62,0.22,0.77,us,us1000hwnz,2019-02-09T19:02:10.040Z,"12km S of Wilson, Oklahoma",earthquake,2.1,7.8,0.195,8,reviewed,ok,ok,73443,OK,Lone Grove,14.2566554
2018-11-26T13:52:51.530Z,34.6437,-96.3232,5.68,3,ml,,249,0.072,1.15,us,us1000hwmw,2019-02-09T19:02:10.040Z,"15km NW of Coalgate, Oklahoma",earthquake,2.3,5.7,0.139,9,reviewed,ok,ok,74534,OK,Centrahoma,5.936316071
2018-11-26T13:46:12.670Z,34.6358,-96.3272,5.8,3.1,ml,,249,0.075,1.06,us,us1000hwmq,2019-02-09T19:02:10.040Z,"14km NW of Coalgate, Oklahoma",earthquake,2,3.2,0.159,9,reviewed,ok,ok,74534,OK,Centrahoma,5.251667593
2018-11-25T22:24:48.620Z,35.233,-97.7888,6,3,ml,,64,0.028,0.83,us,us1000hwh3,2019-02-02T20:02:30.040Z,"6km SSE of Tuttle, Oklahoma",earthquake,1.5,4.4,0.259,17,reviewed,ok,ok,73059,OK,Minco,17.14397959
2018-11-23T14:43:09.270Z,31.0586,-103.3193,5,3.1,mb_lg,,58,0.138,0.72,us,us1000hvsq,2019-02-02T20:02:29.040Z,"43km SSE of Pecos, Texas",earthquake,1.4,1.8,0.089,41,reviewed,us,us,79718,TX,Balmorhea,42.5760415
2018-11-23T05:35:48.110Z,45.3623,-116.1946,10,3,ml,,65,0.307,0.9,us,us1000hvlk,2019-02-02T20:02:25.040Z,"50km N of McCall, Idaho",earthquake,3.4,2,0.048,58,reviewed,us,us,83549,ID,Riggins,12.92615232
2018-11-22T23:01:52.440Z,36.9198,-97.9274,5,3.1,ml,,71,0.047,0.52,us,us1000hvkd,2019-02-02T20:02:28.040Z,"21km NW of Medford, Oklahoma",earthquake,1.2,2.7,,8,reviewed,ok,ok,73771,OK,Wakita,4.163059862
2018-11-22T05:02:49.590Z,40.4076667,-125.4068333,19.58,3.13,ml,62,250,0.8189,0.27,nc,nc73113891,2019-02-02T20:02:28.040Z,"96km W of Petrolia, CA",earthquake,2.16,4.9,0.249,17,reviewed,nc,nc,95536,CA,Ferndale,96.52816216
2018-11-22T01:55:41.000Z,36.4481667,-89.5365,9.77,3.12,md,71,27,0.05864,0.1,nm,nm60245401,2019-02-02T20:02:28.040Z,"9km NW of Tiptonville, Tennessee",earthquake,0.11,0.24,0.1,70,reviewed,nm,nm,38077,TN,Wynnburg,11.61432261
2018-11-20T22:39:05.970Z,45.9525,-115.7774,12.95,4.1,mwr,,33,0.879,0.62,us,us1000hupx,2019-02-02T20:02:25.040Z,"26km E of Grangeville, Idaho",earthquake,2.2,7.1,0.038,66,reviewed,us,us,83525,ID,Elk City,14.44979531
2018-11-20T07:11:38.710Z,44.3532,-114.9831,5,3.1,ml,,61,0.891,0.58,us,us1000hubi,2019-02-02T20:02:27.040Z,"62km WSW of Challis, Idaho",earthquake,6,2,0.244,31,reviewed,us,mb,83278,ID,Stanley,10.29871015
2018-11-20T01:37:39.420Z,32.2201653,-115.231163,22.52,3.52,ml,28,164,0.2084,0.33,ci,ci38138535,2019-02-02T20:02:27.040Z,"6km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.89,2.15,0.308,22,reviewed,ci,ci,85336,AZ,Gadsden,55.03240277
2018-11-19T23:51:18.840Z,32.215,-115.2321667,19.65,3.26,ml,27,165,0.213,0.32,ci,ci38138431,2019-02-02T20:02:27.040Z,"6km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.86,1.12,0.204,127,reviewed,ci,ci,85336,AZ,Gadsden,55.46793701
2018-11-19T23:49:15.230Z,32.2073333,-115.226,18.63,3.51,ml,28,167,0.2219,0.37,ci,ci38138415,2019-02-02T20:02:27.040Z,"6km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.89,1.37,0.216,226,reviewed,ci,ci,85336,AZ,Gadsden,55.56847144
2018-11-19T20:25:01.260Z,32.2325,-115.251,21.33,3.22,ml,22,146,0.192,0.29,ci,ci38138183,2019-02-02T20:02:25.040Z,"8km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.63,1.54,0.162,81,reviewed,ci,ci,85336,AZ,Gadsden,55.66802429
2018-11-19T20:18:42.510Z,32.2065,-115.2535,10.95,4.82,mw,29,149,0.2168,0.38,ci,ci38138175,2019-02-02T20:02:26.040Z,"8km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.79,31.61,,6,reviewed,ci,ci,85336,AZ,Gadsden,57.62216898
2018-11-19T18:12:55.280Z,35.0272,-97.623,9.2,3,ml,,42,0.095,0.69,us,us1000hu0b,2019-02-02T20:02:26.040Z,"12km SSE of Blanchard, Oklahoma",earthquake,1.2,8.1,0.129,19,reviewed,ok,ok,73010,OK,Blanchard,11.51423445
2018-11-19T11:09:13.050Z,47.698,-123.5516667,39.32,4.07,ml,53,62,,0.24,uw,uw61504942,2019-02-02T20:02:25.040Z,"33km NE of Quinault Census Designated Place, Washington",earthquake,0.35,0.38,0.174372415,40,reviewed,uw,uw,98575,WA,Quinault,33.71501978
2018-11-18T15:18:12.610Z,19.6618,-67.7766,61,3.2,md,9,253,1.2975,0.21,pr,pr2018322010,2019-01-30T18:36:26.040Z,"104km NNE of Punta Cana, Dominican Republic",earthquake,2.71,8.78,0.17,6,reviewed,pr,pr,00604,PR,Aguadilla,146.3184489
2018-11-18T11:28:21.840Z,40.414,-125.5541667,20.84,3.11,ml,55,255,0.9306,0.26,nc,nc73112376,2019-01-30T18:36:26.040Z,"108km W of Petrolia, CA",earthquake,2.71,6.18,0.246,13,reviewed,nc,nc,95536,CA,Ferndale,108.9286692
2018-11-18T04:57:58.210Z,35.8532,-97.8183,6.54,3,ml,,51,0.171,0.23,us,us1000htf6,2019-01-30T18:36:22.040Z,"10km E of Kingfisher, Oklahoma",earthquake,0.7,5.1,0.178,25,reviewed,ok,ok,73750,OK,Kingfisher,10.85320305
2018-11-16T17:25:19.970Z,36.9648,-97.8413,7.3,3,ml,,43,0.098,0.68,us,us1000hssn,2019-01-30T18:36:25.040Z,"19km NNW of Medford, Oklahoma",earthquake,1,2,0.217,22,reviewed,ok,ok,67018,KS,Bluff City,11.05507621
2018-11-16T12:44:15.750Z,42.4625,-126.3095,10,3.9,mb,,177,1.564,1.31,us,us1000hspv,2019-01-30T18:36:25.040Z,"151km WSW of Port Orford, Oregon",earthquake,8,2,0.21,10,reviewed,us,us,97464,OR,Ophir,150.433642
2018-11-16T10:44:58.850Z,42.3344,-126.8885,10,4.3,mb,,185,1.979,1.32,us,us1000hsnv,2019-01-30T18:36:25.040Z,"201km WSW of Port Orford, Oregon",earthquake,5.9,2,0.081,66,reviewed,us,us,97464,OR,Ophir,199.972794
2018-11-16T06:41:39.960Z,42.3724,-126.4818,10,3.8,mb,,212,1.681,0.82,us,us1000hske,2019-01-30T18:36:25.040Z,"168km WSW of Port Orford, Oregon",earthquake,7.8,2,0.192,7,reviewed,us,us,97464,OR,Ophir,166.5461667
2018-11-16T05:21:57.810Z,42.3753,-126.6854,10,4.5,mb,,184,1.831,1.2,us,us1000hsji,2019-01-30T18:36:24.040Z,"184km WSW of Port Orford, Oregon",earthquake,6.8,1.9,0.089,37,reviewed,us,us,97464,OR,Ophir,182.6815038
2018-11-16T05:19:19.360Z,42.263,-126.8955,10,4.1,mb,,200,1.983,0.72,us,us1000hsjg,2019-01-30T18:36:24.040Z,"204km W of Gold Beach, Oregon",earthquake,8.5,2,0.12,19,reviewed,us,us,97464,OR,Ophir,202.5717467
2018-11-16T05:10:00.130Z,42.2852,-126.6826,10,3.9,mb,,214,1.825,0.94,us,us1000hsj9,2019-01-30T18:36:24.040Z,"186km W of Gold Beach, Oregon",earthquake,8.6,2,0.171,9,reviewed,us,us,97464,OR,Ophir,185.0650484
2018-11-15T09:33:12.630Z,42.6699,-111.4571,9.83,3.8,mwr,,50,0.203,0.51,us,us1000hs2y,2019-01-30T18:36:24.040Z,"12km E of Soda Springs, Idaho",earthquake,2.4,6.5,0.039,63,reviewed,us,us,83230,ID,Conda,12.64929762
2018-11-15T06:40:26.220Z,33.157,-115.636,3.26,3.45,ml,72,25,0.02662,0.24,ci,ci38133927,2019-01-30T18:36:24.040Z,"12km WNW of Calipatria, CA",earthquake,0.15,0.29,0.135,279,reviewed,ci,ci,92257,CA,Niland,3.670992318
2018-11-14T21:51:23.060Z,42.6567,-111.4654,7.62,3.1,ml,,71,0.193,0.54,us,us1000hrw3,2019-01-30T18:36:24.040Z,"11km E of Soda Springs, Idaho",earthquake,1.4,5.6,0.042,76,reviewed,us,us,83230,ID,Conda,12.77620966
2018-11-14T03:08:50.040Z,36.2908,-97.0122,5.32,3.3,mb_lg,,52,0.028,0.32,us,us1000hrgv,2019-01-30T18:36:21.040Z,"19km NNE of Stillwater, Oklahoma",earthquake,1.1,1.3,0.049,108,reviewed,us,us,73061,OK,Morrison,1.606601582
2018-11-14T00:20:59.830Z,19.67,-65.1148,49,3.22,md,7,335,1.6705,0.17,pr,pr2018318001,2019-01-30T18:36:23.040Z,"150km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.63,12.32,0.34,5,reviewed,pr,pr,00801,VI,St Thomas,150.6985653
2018-11-13T17:17:23.740Z,42.6636,-111.4842,5,3,ml,,66,0.205,1.07,us,us1000hrb5,2019-01-30T18:36:23.040Z,"9km E of Soda Springs, Idaho",earthquake,1.1,1.8,0.034,116,reviewed,us,us,83230,ID,Conda,11.07048798
2018-11-13T01:21:42.310Z,24.1579,-109.0843,10,4.3,mb,,112,0.916,0.94,us,us1000hr40,2019-01-30T18:36:23.040Z,"123km E of La Paz, Mexico",earthquake,8.6,1.9,0.049,121,reviewed,us,us,79845,TX,Presidio,761.9498544
2018-11-12T23:52:23.250Z,42.653,-111.4862,5,3.2,ml,,140,0.196,0.3,us,us1000hr34,2019-01-30T18:36:20.040Z,"9km E of Soda Springs, Idaho",earthquake,0.8,1.9,0.037,96,reviewed,us,us,83230,ID,Conda,11.64170698
2018-11-12T23:44:13.630Z,19.6628,-68.5596,100,3.17,md,4,348,1.1626,0.1,pr,pr2018316005,2019-01-30T18:36:23.040Z,"72km NE of Santa Barbara de Samana, Dominican Republic",earthquake,3.36,9.16,0.3,2,reviewed,pr,pr,00680,PR,Mayaguez,194.9446736
2018-11-12T18:39:18.780Z,36.4018,-96.8737,5,3,mb_lg,,69,0.058,0.26,us,us1000hqw3,2019-02-14T01:01:24.567Z,"9km NW of Pawnee, Oklahoma",earthquake,0.9,1.9,0.06,72,reviewed,us,us,74650,OK,Ralston,16.74126123
2018-11-11T18:02:51.180Z,19.7564,-70.8861,10,4.4,mb,,70,0.858,1.25,us,us1000hqlu,2019-01-21T16:42:53.040Z,"5km W of Imbert, Dominican Republic",earthquake,5.4,1.7,0.12,20,reviewed,us,us,00680,PR,Mayaguez,394.1617312
2018-11-11T06:44:56.069Z,40.4561,-116.1253,7.7,3.3,ml,41,83.22,0.502,0.1737,nn,nn00665118,2019-01-21T16:42:55.040Z,"28km S of Carlin, Nevada",earthquake,,2.9,0.29,24,reviewed,nn,nn,89822,NV,Carlin,28.95234976
2018-11-10T19:56:02.860Z,38.061,-122.2285,8.84,3.53,mw,192,61,0.006408,0.17,nc,nc73109341,2019-04-27T14:35:22.889Z,"2km NW of Crockett, CA",earthquake,0.11,0.16,,5,reviewed,nc,nc,94569,CA,Port Costa,3.475659439
2018-11-10T14:11:54.750Z,36.6686667,-121.2943333,5.89,3.45,mw,68,54,0.05996,0.09,nc,nc73109266,2019-01-21T16:42:59.040Z,"14km S of Tres Pinos, CA",earthquake,0.13,0.4,,4,reviewed,nc,nc,95075,CA,Tres Pinos,10.49062264
2018-11-09T20:31:48.410Z,39.4251667,-123.2875,5.55,3.79,mw,51,55,0.05842,0.08,nc,nc73109006,2019-04-29T07:33:38.656Z,"6km ENE of Willits, CA",earthquake,0.12,0.3,,6,reviewed,nc,nc,95482,CA,Ukiah,3.752399505
2018-11-09T14:58:09.270Z,33.4853333,-116.8048333,1.43,3.78,mw,138,12,0.02722,0.22,ci,ci38355456,2019-01-21T16:42:59.040Z,"7km NE of Aguanga, CA",earthquake,0.1,0.23,,4,reviewed,ci,ci,92586,CA,Sun City,1.903114059
2018-11-09T14:45:50.680Z,33.4835,-116.8021667,2.05,3.7,mw,135,12,0.02883,0.26,ci,ci38355352,2019-04-05T20:44:20.070Z,"7km NE of Aguanga, CA",earthquake,0.11,0.25,,4,reviewed,ci,ci,92586,CA,Sun City,1.703937479
2018-11-09T14:33:51.830Z,25.9824,-110.4898,10,4.9,mb,,153,2.339,1.06,us,us1000hpq9,2019-01-21T16:42:57.040Z,"91km E of Loreto, Mexico",earthquake,8.2,1.9,0.048,136,reviewed,us,us,85620,AZ,Naco,603.3260583
2018-11-09T06:31:24.010Z,19.939,-64.0903,86,3.37,md,8,347,2.5142,0.41,pr,pr2018313002,2019-01-21T16:42:51.040Z,"173km NNE of Road Town, British Virgin Islands",earthquake,8.16,25.55,0.38,8,reviewed,pr,pr,00830,VI,St John,191.7068733
2018-11-09T05:57:06.020Z,32.3843333,-115.2398333,12.13,3.25,ml,31,118,0.06533,0.38,ci,ci38354928,2019-01-21T16:42:59.040Z,"6km NW of Delta, B.C., MX",earthquake,0.71,1.56,0.154,193,reviewed,ci,ci,92249,CA,Heber,41.88180994
2018-11-08T17:16:50.040Z,33.7793333,-116.1338333,7.87,3.2,ml,119,34,0.07507,0.17,ci,ci38354328,2019-01-21T16:42:59.040Z,"10km NE of Indio, CA",earthquake,0.1,0.4,0.153,260,reviewed,ci,ci,91752,CA,Mira Loma,7.805339803
2018-11-06T06:35:51.550Z,36.1476667,-118.0665,0.59,3.48,ml,32,76,0.1739,0.17,ci,ci38351080,2019-01-21T16:42:59.040Z,"16km NW of Coso Junction, CA",earthquake,0.18,0.5,0.14,302,reviewed,ci,ci,93549,CA,Olancha,13.54712449
2018-11-05T20:25:35.860Z,49.2407,-129.4142,10,4.3,mb,,165,1.627,1.24,us,us2000i755,2019-01-21T16:42:51.040Z,"216km SW of Port Hardy, Canada",earthquake,7.9,2,0.04,180,reviewed,us,us,98357,WA,Neah Bay,365.8947005
2018-11-05T00:53:57.000Z,35.2355,-97.7523,6.28,3.3,ml,,53,,0.4,us,us2000i6u3,2019-01-21T16:42:54.040Z,"8km SE of Tuttle, Oklahoma",earthquake,1.1,4.9,,,reviewed,ok,ok,73065,OK,Newcastle,16.2655964
2018-11-04T21:31:39.320Z,35.1715,-111.541,5,3.1,ml,,94,0.37,0.85,us,us2000i6t5,2019-01-21T14:29:47.040Z,"10km ESE of Flagstaff, Arizona",earthquake,1.1,1.9,0.038,89,reviewed,us,us,86351,AZ,Sedona,20.25716125
2018-11-02T16:19:30.540Z,36.6861667,-121.3178333,6.54,3.31,ml,74,53,0.0752,0.11,nc,nc73105366,2019-01-21T14:29:44.040Z,"12km S of Tres Pinos, CA",earthquake,0.13,0.49,0.155,49,reviewed,nc,nc,95075,CA,Tres Pinos,9.233583253
2018-11-02T15:27:03.690Z,36.6763333,-121.303,5.27,3.55,mw,65,54,0.06601,0.07,nc,nc73105346,2019-01-21T14:29:44.040Z,"13km S of Tres Pinos, CA",earthquake,0.12,0.52,,5,reviewed,nc,nc,95075,CA,Tres Pinos,9.819814239
